reaction_id,reaction_name,reaction_equation,lower_bound,upper_bound,gene_reaction_rule,subsystem
ACACT4p,Acetyl CoA C acetyltransferase  octanoyl CoA   peroxisomal,3odcoa_x + coa_x --> accoa_x + occoa_x,0.0,999999.0,YIL160C,
FA120ACPHi,Fatty-acyl-ACP hydrolase,ddcaACP_c + h2o_c <=> ACP_c + ddca_c + h_c,-999999.0,999999.0,YKL182W and YPL231W,
FACOAL161,Fatty acid  CoA ligase  hexadecenoate,atp_c + coa_c + hdcea_c <=> amp_c + hdcoa_c + ppi_c,-999999.0,999999.0,YOR317W or YIL009W or YMR246W,
FACOAL161p,Fatty acid  CoA ligase  hexadecenoate   peroxisomal,atp_x + coa_x + hdcea_x <=> amp_x + hdcoa_x + ppi_x,-999999.0,999999.0,YER015W,
FA120ACPtm,Fatty acyl ACP mitochondrial transport,ddcaACP_m --> ddcaACP_c,0.0,999999.0,,
ACACT5p,Acetyl CoA C acyltransferase  decanoyl CoA   peroxisomal,3oddcoa_x + coa_x --> accoa_x + dcacoa_x,0.0,999999.0,YIL160C,
FA120tp,Fatty acid peroxisomal transport,ddca_c --> ddca_x,0.0,999999.0,,
FA140ACPHi,Fatty-acyl-ACP hydrolase,h2o_c + myrsACP_c <=> ACP_c + h_c + ttdca_c,-999999.0,999999.0,YKL182W and YPL231W,
FACOAL180,Fatty acid  CoA ligase  octadecanoate,atp_c + coa_c + ocdca_c <=> amp_c + ppi_c + stcoa_c,-999999.0,999999.0,YOR317W or YIL009W or YMR246W,
FACOAL181,Fatty acid  CoA ligase  octadecenoate,atp_c + coa_c + ocdcea_c <=> amp_c + odecoa_c + ppi_c,-999999.0,999999.0,YOR317W or YIL009W or YMR246W,
FACOAL182,Fatty acid  CoA ligase  octadecynoate,atp_c + coa_c + ocdcya_c <=> amp_c + ocdycacoa_c + ppi_c,-999999.0,999999.0,YOR317W or YMR246W or YIL009W,
FA140ACPtm,Fatty acyl ACP mitochondrial transport,myrsACP_m --> myrsACP_c,0.0,999999.0,,
FACOAL240p,Fatty acid  CoA ligase  n C240   peroxisomal,atp_x + coa_x + ttc_x <=> amp_x + ppi_x + ttccoa_x,-999999.0,999999.0,YBR041W,
FA140COAabcp,Fatty acid peroxisomal transport via ABC system,atp_x + h2o_x + tdcoa_c --> adp_x + h_x + pi_x + tdcoa_x,0.0,999999.0,YPL147W and YKL188C,
FA140tp,Fatty acid peroxisomal transport,ttdca_c --> ttdca_x,0.0,999999.0,,
FA141ACPHi,Fatty-acyl-ACP hydrolase,h2o_c + tdeACP_c <=> ACP_c + h_c + ttdcea_c,-999999.0,999999.0,YKL182W and YPL231W,
FA141ACPtm,Fatty acyl ACP mitochondrial transport,tdeACP_m --> tdeACP_c,0.0,999999.0,,
FACOAL260p,Fatty acid  CoA ligase  n C260   peroxisomal,atp_x + coa_x + hexc_x <=> amp_x + hexccoa_x + ppi_x,-999999.0,999999.0,YBR041W,
FACOAL80p,Fatty acid  CoA ligase  octanoate   peroxisomal,atp_x + coa_x + octa_x <=> amp_x + occoa_x + ppi_x,-999999.0,999999.0,YER015W,
FADFMNtm,FADFMN antiport,fad_c + fmn_m --> fad_m + fmn_c,0.0,999999.0,YIL134W,
FALDH,Formaldehyde dehydrogenase,fald_c + gthrd_c + nad_c <=> Sfglutth_c + h_c + nadh_c,-999999.0,999999.0,YDL168W,
FA141COAabcp,Fatty acid peroxisomal transport via ABC system,atp_x + h2o_x + tdecoa_c --> adp_x + h_x + pi_x + tdecoa_x,0.0,999999.0,YPL147W and YKL188C,
FAS161ACPm,Fatty acyl ACP synthase  n C161ACP   mitochondrial,4.0 h_m + malACP_m + myrsACP_m + 3.0 nadph_m + o2_m --> ACP_m + co2_m + 3.0 h2o_m + hdeACP_m + 3.0 nadp_m,0.0,999999.0,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C,
FA141tp,Fatty acid peroxisomal transport,ttdcea_c --> ttdcea_x,0.0,999999.0,,
FA160ACPHi,Fatty-acyl-ACP hydrolase,h2o_c + palmACP_c <=> ACP_c + h_c + hdca_c,-999999.0,999999.0,YKL182W and YPL231W,
FA160ACPtm,Fatty acyl ACP mitochondrial transport,palmACP_m --> palmACP_c,0.0,999999.0,,
FA160COAabcp,Fatty acyl CoA peroxisomal transport via ABC system,atp_x + h2o_x + pmtcoa_c --> adp_x + h_x + pi_x + pmtcoa_x,0.0,999999.0,YPL147W and YKL188C,
FAO141p_even,Fatty acid oxidation,6.0 coa_x + 6.0 h2o_x + 6.0 nad_x + nadph_x + 6.0 o2_x + tdecoa_x --> 7.0 accoa_x + 6.0 h2o2_x + 5.0 h_x + 6.0 nadh_x + nadp_x,0.0,999999.0,(YLR284C and YKR009C and YIL160C and YGL205W and YNL202W) or (YOR180C and YKR009C and YIL160C and YGL205W and YNL202W) or (YOR180C and YLR284C and YKR009C and YIL160C and YGL205W and YNL202W),
FAO141p_odd,Fatty acid oxidation,6.0 coa_x + 6.0 h2o_x + 6.0 nad_x + 5.0 o2_x + tdecoa_x --> 7.0 accoa_x + 5.0 h2o2_x + 6.0 h_x + 6.0 nadh_x,0.0,999999.0,(YLR284C and YKR009C and YIL160C and YGL205W) or (YOR180C and YKR009C and YIL160C and YGL205W),
FAO161p_even,Fatty acid oxidation,7.0 coa_x + 7.0 h2o_x + hdcoa_x + 7.0 nad_x + nadph_x + 7.0 o2_x --> 8.0 accoa_x + 7.0 h2o2_x + 6.0 h_x + 7.0 nadh_x + nadp_x,0.0,999999.0,(YLR284C and YKR009C and YIL160C and YGL205W and YNL202W) or (YOR180C and YKR009C and YIL160C and YGL205W and YNL202W) or (YOR180C and YLR284C and YKR009C and YIL160C and YGL205W and YNL202W),
FAO161p_odd,Fatty acid oxidation,7.0 coa_x + 7.0 h2o_x + hdcoa_x + 7.0 nad_x + 6.0 o2_x --> 8.0 accoa_x + 6.0 h2o2_x + 7.0 h_x + 7.0 nadh_x,0.0,999999.0,(YLR284C and YKR009C and YIL160C and YGL205W) or (YOR180C and YKR009C and YIL160C and YGL205W),
FAO181p_even,Fatty acid oxidation,8.0 coa_x + 8.0 h2o_x + 8.0 nad_x + nadph_x + 8.0 o2_x + odecoa_x --> 9.0 accoa_x + 8.0 h2o2_x + 7.0 h_x + 8.0 nadh_x + nadp_x,0.0,999999.0,(YLR284C and YKR009C and YIL160C and YGL205W and YNL202W) or (YOR180C and YKR009C and YIL160C and YGL205W and YNL202W) or (YOR180C and YLR284C and YKR009C and YIL160C and YGL205W and YNL202W),
FA160tp,Fatty acid peroxisomal transport,hdca_c --> hdca_x,0.0,999999.0,,
FA161ACPHi,Fatty-acyl-ACP hydrolase,h2o_c + hdeACP_c <=> ACP_c + h_c + hdcea_c,-999999.0,999999.0,YKL182W and YPL231W,
FA161ACPtm,Fatty acyl ACP mitochondrial transport,hdeACP_m --> hdeACP_c,0.0,999999.0,,
FAO181p_odd,Fatty acid oxidation,8.0 coa_x + 8.0 h2o_x + 8.0 nad_x + 7.0 o2_x + odecoa_x --> 9.0 accoa_x + 7.0 h2o2_x + 8.0 h_x + 8.0 nadh_x,0.0,999999.0,(YLR284C and YKR009C and YIL160C and YGL205W) or (YOR180C and YKR009C and YIL160C and YGL205W),
FAS180,Fatty acid synthase  n C180,3.0 h_c + hdca_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + ocdca_c,0.0,999999.0,YGR037C and YNR016C and (YKL182W and YPL231W),
FAO182p_eveneven,Fatty acid oxidation,8.0 coa_x + 8.0 h2o_x + 8.0 nad_x + 2.0 nadph_x + 8.0 o2_x + ocdycacoa_x --> 9.0 accoa_x + 8.0 h2o2_x + 6.0 h_x + 8.0 nadh_x + 2.0 nadp_x,0.0,999999.0,(YOR180C and YKR009C and YIL160C and YGL205W and YNL202W) or (YLR284C and YKR009C and YIL160C and YGL205W and YNL202W) or (YOR180C and YLR284C and YKR009C and YIL160C and YGL205W and YNL202W),
FAO182p_evenodd,Fatty acid oxidation,8.0 coa_x + 8.0 h2o_x + 8.0 nad_x + nadph_x + 7.0 o2_x + ocdycacoa_x --> 9.0 accoa_x + 7.0 h2o2_x + 7.0 h_x + 8.0 nadh_x + nadp_x,0.0,999999.0,(YLR284C and YKR009C and YIL160C and YGL205W and YNL202W) or (YOR180C and YKR009C and YIL160C and YGL205W and YNL202W),
FAO182p_oddodd,Fatty acid oxidation,8.0 coa_x + 8.0 h2o_x + 8.0 nad_x + 6.0 o2_x + ocdycacoa_x --> 9.0 accoa_x + 6.0 h2o2_x + 8.0 h_x + 8.0 nadh_x,0.0,999999.0,(YLR284C and YKR009C and YIL160C and YGL205W) or (YOR180C and YKR009C and YIL160C and YGL205W),
FAO240p,Fatty acid oxidation  tetradecansoyl CoA   peroxisomal,3.0 coa_x + 3.0 h2o_x + 3.0 nad_x + 3.0 o2_x + ttccoa_x --> 3.0 accoa_x + 3.0 h2o2_x + 3.0 h_x + 3.0 nadh_x + stcoa_x,0.0,999999.0,YKR009C and YIL160C and YGL205W,
FAO80p,Fatty acid oxidation  octanoyl CoA   peroxisomal,3.0 coa_x + 3.0 h2o_x + 3.0 nad_x + 3.0 o2_x + occoa_x --> 4.0 accoa_x + 3.0 h2o2_x + 3.0 h_x + 3.0 nadh_x,0.0,999999.0,YKR009C and YIL160C and YGL205W,
FAS100,Fatty acid synthase  n C100,3.0 h_c + malcoa_c + 2.0 nadph_c + octa_c --> co2_c + coa_c + dca_c + h2o_c + 2.0 nadp_c,0.0,999999.0,YGR037C and YNR016C and (YKL182W and YPL231W),
FA161COAabcp,Fatty acyl CoA peroxisomal transport via ABC system,atp_x + h2o_x + hdcoa_c --> adp_x + h_x + hdcoa_x + pi_x,0.0,999999.0,YPL147W and YKL188C,
FA161tp,Fatty acid peroxisomal transport,hdcea_c --> hdcea_x,0.0,999999.0,,
FA180ACPH,Fatty acyl ACP hydrolase,h2o_c + ocdcaACP_c <=> ACP_c + h_c + ocdca_c,-999999.0,999999.0,YKL182W and YPL231W,
FA180ACPtm,Fatty acyl ACP mitochondrial transport,ocdcaACP_m --> ocdcaACP_c,0.0,999999.0,,
FA180COAabcp,Fatty acyl CoA transport via ABC system,atp_x + h2o_x + stcoa_c --> adp_x + h_x + pi_x + stcoa_x,0.0,999999.0,YPL147W and YKL188C,
FA181ACPH,Fatty acyl ACP hydrolase,h2o_c + octeACP_c <=> ACP_c + h_c + ocdcea_c,-999999.0,999999.0,YKL182W and YPL231W,
FA181ACPtm,Fatty acyl ACP mitochondrial transport,octeACP_m --> octeACP_c,0.0,999999.0,,
FA181COAabcp,Fatty acyl CoA peroxisomal transport via ABC system,atp_x + h2o_x + odecoa_c --> adp_x + h_x + odecoa_x + pi_x,0.0,999999.0,YPL147W and YKL188C,
FA182ACPH,Fatty acyl ACP hydrolase,h2o_c + ocdcyaACP_c <=> ACP_c + h_c + ocdcya_c,-999999.0,999999.0,YKL182W and YPL231W,
FA182ACPtm,Fatty acyl ACP mitochondrial transport,ocdcyaACP_m --> ocdcyaACP_c,0.0,999999.0,,
FA182COAabcp,Fatty acyl CoA peroxisomal transport via ABC system,atp_x + h2o_x + ocdycacoa_c --> adp_x + h_x + ocdycacoa_x + pi_x,0.0,999999.0,YPL147W and YKL188C,
FA240tp,Fatty acid peroxisomal transport,ttc_c --> ttc_x,0.0,999999.0,YBR041W,
FAS100ACPm,Fatty acyl ACP synthase  n C100ACP   mitochondrial,3.0 h_m + malACP_m + 2.0 nadph_m + ocACP_m --> ACP_m + co2_m + dcaACP_m + h2o_m + 2.0 nadp_m,0.0,999999.0,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C,
FAS100COA,Fatty acyl CoA synthase  n C100CoA,3.0 h_c + malcoa_c + 2.0 nadph_c + occoa_c --> co2_c + coa_c + dcacoa_c + h2o_c + 2.0 nadp_c,0.0,999999.0,YGR037C and YNR016C and (YKL182W and YPL231W),
FAS120,Fatty acid synthase  n C120,dca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + ddca_c + h2o_c + 2.0 nadp_c,0.0,999999.0,YGR037C and YNR016C and (YKL182W and YPL231W),
FAS120ACPm,Fatty acyl ACP synthase  n C120ACP   mitochondrial,dcaACP_m + 3.0 h_m + malACP_m + 2.0 nadph_m --> ACP_m + co2_m + ddcaACP_m + h2o_m + 2.0 nadp_m,0.0,999999.0,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C,
FAS120COA,Fatty acyl CoA synthase  n C120CoA,dcacoa_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + ddcacoa_c + h2o_c + 2.0 nadp_c,0.0,999999.0,YGR037C and YNR016C and (YKL182W and YPL231W),
FAS140,Fatty acid synthase  n C140,ddca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + ttdca_c,0.0,999999.0,YGR037C and YNR016C and (YKL182W and YPL231W),
FAS140ACPm,Fatty acyl ACP synthase  n C140ACP   mitochondrial,ddcaACP_m + 3.0 h_m + malACP_m + 2.0 nadph_m --> ACP_m + co2_m + h2o_m + myrsACP_m + 2.0 nadp_m,0.0,999999.0,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C,
FAS140COA,Fatty acyl CoA synthase  n C140CoA,ddcacoa_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + tdcoa_c,0.0,999999.0,YGR037C and YNR016C and (YKL182W and YPL231W),
FAS141,Fatty acid synthase  n C141,ddca_c + 4.0 h_c + malcoa_c + 3.0 nadph_c + o2_c --> co2_c + coa_c + 3.0 h2o_c + 3.0 nadp_c + ttdcea_c,0.0,999999.0,YJL196C,
FA260tp,Fatty acid peroxisomal transport,hexc_c --> hexc_x,0.0,999999.0,YBR041W,
FA80tp,Fatty acid peroxisomal transport,octa_c --> octa_x,0.0,999999.0,,
FACOAL100p,Fatty acid  CoA ligase  decanoate   peroxisomal,atp_x + coa_x + dca_x <=> amp_x + dcacoa_x + ppi_x,-999999.0,999999.0,YER015W,
FAS141ACPm,Fatty acyl ACP synthase  n C141ACP   mitochondrial,ddcaACP_m + 4.0 h_m + malACP_m + 3.0 nadph_m + o2_m --> ACP_m + co2_m + 3.0 h2o_m + 3.0 nadp_m + tdeACP_m,0.0,999999.0,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C,
FACOAL120p,Fatty acid  CoA ligase  dodecanoate   peroxisomal,atp_x + coa_x + ddca_x <=> amp_x + ddcacoa_x + ppi_x,-999999.0,999999.0,YER015W,
FACOAL140,Fatty acid  CoA ligase  tetradecanoate,atp_c + coa_c + ttdca_c <=> amp_c + ppi_c + tdcoa_c,-999999.0,999999.0,YOR317W or YIL009W or YMR246W,
FACOAL140p,Fatty acid  CoA ligase  tetradecanoate   peroxisomal,atp_x + coa_x + ttdca_x <=> amp_x + ppi_x + tdcoa_x,-999999.0,999999.0,YER015W,
FACOAL141,Fatty acid  CoA ligase  tetradecenoate,atp_c + coa_c + ttdcea_c <=> amp_c + ppi_c + tdecoa_c,-999999.0,999999.0,YOR317W or YIL009W or YMR246W,
FACOAL141p,Fatty acid  CoA ligase  tetradecenoate   peroxisomal,atp_x + coa_x + ttdcea_x <=> amp_x + ppi_x + tdecoa_x,-999999.0,999999.0,YER015W,
FAS160,Fatty acid synthase  n C160,3.0 h_c + malcoa_c + 2.0 nadph_c + ttdca_c --> co2_c + coa_c + h2o_c + hdca_c + 2.0 nadp_c,0.0,999999.0,YGR037C and YNR016C and (YKL182W and YPL231W),
FAS160ACPm,Fatty acyl ACP synthase  n C160ACP   mitochondrial,3.0 h_m + malACP_m + myrsACP_m + 2.0 nadph_m --> ACP_m + co2_m + h2o_m + 2.0 nadp_m + palmACP_m,0.0,999999.0,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C,
FAS160COA,Fatty acyl CoA synthase  n C160CoA,3.0 h_c + malcoa_c + 2.0 nadph_c + tdcoa_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + pmtcoa_c,0.0,999999.0,YGR037C and YNR016C and (YKL182W and YPL231W),
FAS161,Fatty acid synthase  n C161,4.0 h_c + malcoa_c + 3.0 nadph_c + o2_c + ttdca_c --> co2_c + coa_c + 3.0 h2o_c + hdcea_c + 3.0 nadp_c,0.0,999999.0,YJL196C,
FACOAL160,Fatty acid  CoA ligase  hexadecanoate,atp_c + coa_c + hdca_c <=> amp_c + pmtcoa_c + ppi_c,-999999.0,999999.0,YOR317W or YIL009W or YMR246W,
FACOAL160p,Fatty acid  CoA ligase  hexadecanoate   peroxisomal,atp_x + coa_x + hdca_x <=> amp_x + pmtcoa_x + ppi_x,-999999.0,999999.0,YER015W,
FAS180ACPm,Fatty acyl ACP synthase  n C180ACP   mitochondrial,3.0 h_m + malACP_m + 2.0 nadph_m + palmACP_m --> ACP_m + co2_m + h2o_m + 2.0 nadp_m + ocdcaACP_m,0.0,999999.0,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C,
G3PDm,Glycerol 3 phosphate dehydrogenase  FAD   mitochondrial,fad_m + glyc3p_m --> dhap_m + fadh2_m,0.0,999999.0,YIL155C,
FAS180COA,Fatty acyl CoA synthase  n C180CoA,3.0 h_c + malcoa_c + 2.0 nadph_c + pmtcoa_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + stcoa_c,0.0,999999.0,YGR037C and YNR016C and (YKL182W and YPL231W),
GLUK,Glucokinase,atp_c + glc__D_c --> adp_c + g6p_B_c + h_c,0.0,999999.0,YCL040W,
G3PIt,Glycero 3 phospho 1 inositol transport  extracellular to cytosol,g3pi_e <=> g3pi_c,-999999.0,999999.0,YCR098C,
FAS181,Fatty acid synthase  n C181,4.0 h_c + hdca_c + malcoa_c + 3.0 nadph_c + o2_c --> co2_c + coa_c + 3.0 h2o_c + 3.0 nadp_c + ocdcea_c,0.0,999999.0,YJL196C,
FAS181ACPm,Fatty acyl ACP synthase  n C181ACP   mitochondrial,4.0 h_m + malACP_m + 3.0 nadph_m + o2_m + palmACP_m --> ACP_m + co2_m + 3.0 h2o_m + 3.0 nadp_m + octeACP_m,0.0,999999.0,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C,
FAS182ACPm,Fatty acyl ACP synthase  n C182ACP   mitochondrial,5.0 h_m + malACP_m + 4.0 nadph_m + 2.0 o2_m + palmACP_m --> ACP_m + co2_m + 5.0 h2o_m + 4.0 nadp_m + ocdcyaACP_m,0.0,999999.0,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C,
G3PT,Glycerol-3-phosphatase,glyc3p_c + h2o_c --> glyc_c + pi_c,0.0,999999.0,YER062C or YIL053W,
FAS240_L,Fatty acid synthase  n C240   lumped reaction,9.0 h_c + 3.0 malcoa_c + 6.0 nadph_c + ocdca_c --> 3.0 co2_c + 3.0 coa_c + 3.0 h2o_c + 6.0 nadp_c + ttc_c,0.0,999999.0,YCR034W and YLR372W and YDL015C,
G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),glu5sa_c <=> 1pyr5c_c + h2o_c + h_c,-999999.0,999999.0,,
G5SADrm,L glutamate 5 semialdehyde dehydratase  reversible  mitochondrial,glu5sa_m <=> 1pyr5c_m + h2o_m + h_m,-999999.0,999999.0,,
FAS260,Fatty acid synthase  n C260,3.0 h_c + malcoa_c + 2.0 nadph_c + ttc_c --> co2_c + coa_c + h2o_c + hexc_c + 2.0 nadp_c,0.0,999999.0,YCR034W and YLR372W and YDL015C,
G5SD,Glutamate-5-semialdehyde dehydrogenase,glu5p_c + h_c + nadph_c --> glu5sa_c + nadp_c + pi_c,0.0,999999.0,YOR323C,
G5SD2,Glutamate 5 semialdehyde dehydrogenase,glu5p_c + h_c + nadh_c --> glu5sa_c + nad_c + pi_c,0.0,999999.0,YOR323C,
GLUN,Glutaminase,gln__L_c + h2o_c --> glu__L_c + nh4_c,0.0,999999.0,,
GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,0.0,999999.0,YMR300C,
G6PDA,Glucosamine-6-phosphate deaminase,gam6p_c + h2o_c --> f6p_c + nh4_c,0.0,999999.0,,
FAS80ACPm_L,Fatty acyl ACP synthase  n C80ACP   mitochondrial  lumped reaction,acACP_m + 9.0 h_m + 3.0 malACP_m + 6.0 nadph_m --> 3.0 ACP_m + 3.0 co2_m + 3.0 h2o_m + 6.0 nadp_m + ocACP_m,0.0,999999.0,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C,
G6PDH2r,Glucose 6-phosphate dehydrogenase,g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c,0.0,999999.0,YNL241C,
G6PDH2er,Glucose 6 phosphate dehydrogenase  endoplasmic reticulum,g6p_r + nadp_r --> 6pgl_r + h_r + nadph_r,0.0,999999.0,,
G6PI,Glucose 6 phosphate isomerase,g6p_c <=> g6p_B_c,-999999.0,999999.0,YBR196C,
G6PI3,Glucose 6 phosphate isomerase,g6p_B_c <=> f6p_c,-999999.0,999999.0,YBR196C,
G6Pter,Glucose 6 phosphate endoplasmic reticular transport via diffusion,g6p_c <=> g6p_r,-999999.0,999999.0,,
GALIGH,1 alpha D Galactosyl myo inositol galactohydrolase,1Dgali_c + h2o_c <=> gal_c + inost_c,-999999.0,999999.0,YBR184W,
GALKr,Galactokinase,atp_c + gal_c --> adp_c + gal1p_c + h_c,0.0,999999.0,YBR020W,
GALS3,A-galactosidase (melibiose),h2o_c + melib_c --> gal_c + glc__D_c,0.0,999999.0,YBR184W,
GALT,Galactose 1 phosphate uridylyltransferase,gal1p_c + h_c + utp_c <=> ppi_c + udpgal_c,-999999.0,999999.0,YBR018C,
GLUSx,Glutamate synthase  NADH2,akg_c + gln__L_c + h_c + nadh_c --> 2.0 glu__L_c + nad_c,0.0,999999.0,YDL171C,
GLUTRS,Glutamyl-tRNA synthetase,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,0.0,999999.0,YGL245W,
GLUTRSm,Glutamyl tRNA synthetase  mitochondrial,atp_m + glu__L_m + trnaglu_m --> amp_m + glutrna_m + ppi_m,0.0,999999.0,YOL033W,
GLUt2n,Glutamate nuclear transport via proton symport,glu__L_c + h_c <=> glu__L_n + h_n,-999999.0,999999.0,,
GLUt2r,L glutamate transport via proton symport  reversible,glu__L_e + h_e <=> glu__L_c + h_c,-999999.0,999999.0,YFL055W or YDR536W or YKR039W or YCL025C or YPL265W,
GLUt5m,L glutamate transport into mitochondria via hydroxide ion antiport,glu__L_c + oh1_m --> glu__L_m + oh1_c,0.0,999999.0,,
GLUt7,L glutamate transport out via proton symport  vacuolar,glu__L_v + h_v --> glu__L_c + h_c,0.0,999999.0,YER119C,
GLUt7m,Glutamate transport  uniporter   mitochondrial,glu__L_c --> glu__L_m,0.0,999999.0,YPR021C,
GLXt,Glyoxylate transport,glx_c <=> glx_e,-999999.0,999999.0,,
GLXtp,Glyoxylate transport  peroxisomal,glx_c <=> glx_x,-999999.0,999999.0,,
GLYAT,Glycine C-acetyltransferase,accoa_c + gly_c <-- 2aobut_c + coa_c,-999999.0,0.0,,
GLYC3Ptm,Glycerol 3 phosphate shuttle,glyc3p_c --> glyc3p_m,0.0,999999.0,,
GALUi,UTP-glucose-1-phosphate uridylyltransferase (irreversible),g1p_c + h_c + utp_c <=> ppi_c + udpg_c,-999999.0,999999.0,YKL035W or YHL012W,
GALt2,D galactose transport in via proton symport,gal_e + h_e --> gal_c + h_c,0.0,999999.0,YLR081W or YFL011W or YOL156W or YNL318C or YJL219W or YDR536W,
GAM6Pt,D glucosamine 6 phosphate reversible uniport,gam6p_e <=> gam6p_c,-999999.0,999999.0,,
GAPD,Glyceraldehyde-3-phosphate dehydrogenase,g3p_c + nad_c + pi_c <=> 13dpg_c + h_c + nadh_c,-999999.0,999999.0,YJL052W or YJR009C or YGR192C,
GLYCDy,Glycerol dehydrogenase  NADP dependent,glyc_c + nadp_c --> dha_c + h_c + nadph_c,0.0,999999.0,YOR120W,
FAS80COA_L,Fatty acyl CoA synthase  n C80CoA   lumped reaction,accoa_c + 9.0 h_c + 3.0 malcoa_c + 6.0 nadph_c --> 3.0 co2_c + 3.0 coa_c + 3.0 h2o_c + 6.0 nadp_c + occoa_c,0.0,999999.0,YGR037C and YNR016C and (YKL182W and YPL231W),
GLYCLm,Glycine cleavage system  mitochondrial,gly_m + nad_m + thf_m --> co2_m + mlthf_m + nadh_m + nh4_m,0.0,999999.0,YDR019C and YMR189W and YAL044C and YFL018C,
GLYCt,Glycerol transport via channel,glyc_c <=> glyc_e,-999999.0,999999.0,YLL043W,
GLYCt2,Glycerol transport via symport,glyc_e + h_e --> glyc_c + h_c,0.0,999999.0,YGL084C or YPL189W,
GARFT,Phosphoribosylglycinamide formyltransferase,10fthf_c + gar_c --> fgam_c + h_c + thf_c,0.0,999999.0,YDR408C,
GAT1_SC,Glycerol 3 phosphate acyltransferase  glycerol 3 phosphate   yeast specific,0.02 dcacoa_c + 0.06 ddcacoa_c + glyc3p_c + 0.17 hdcoa_c + 0.09 ocdycacoa_c + 0.24 odecoa_c + 0.27 pmtcoa_c + 0.05 stcoa_c + 0.1 tdcoa_c --> 0.01 1ag3p_SC_c + coa_c,0.0,999999.0,YKR067W or YBL011W,
GAT2_SC,Glycerol 3 phosphate acyltransferase  glycerone phosphate   yeast specific,0.02 dcacoa_c + 0.06 ddcacoa_c + dhap_c + 0.17 hdcoa_c + 0.09 ocdycacoa_c + 0.24 odecoa_c + 0.27 pmtcoa_c + 0.05 stcoa_c + 0.1 tdcoa_c --> 0.01 1agly3p_SC_c + coa_c,0.0,999999.0,YKR067W or YBL011W,
GBEZ,1 4 alpha glucan branching enzyme,14glun_c --> glycogen_c + h2o_c,0.0,999999.0,YEL011W,
GCALDt,Glycoaldehydye reversible transport,gcald_e <=> gcald_c,-999999.0,999999.0,,
GCALDtm,Glycoaldehyde mitochondrial transport,gcald_c <=> gcald_m,-999999.0,999999.0,,
GCC2am,Glycine cleavage complex  lipoamide   mitochondrial,gly_m + h_m + lpam_m <=> alpam_m + co2_m,-999999.0,999999.0,YDR019C and YMR189W and YAL044C and YFL018C,
GCC2bim,Glycine cleavage system  lipoamide  irreversible  mitochondrial,alpam_m + thf_m --> dhlam_m + mlthf_m + nh4_m,0.0,999999.0,YDR019C and YMR189W and YAL044C and YFL018C,
GCC2cm_copy1,Glycine cleavage complex  lipoamide   mitochondrial,dhlam_m + nad_m <=> h_m + lpam_m + nadh_m,-999999.0,999999.0,YDR019C and YMR189W and YAL044C and YFL018C,
GCCam,Glycine cleavage complex  lipoylprotein   mitochondrial,gly_m + h_m + lpro_m <=> alpro_m + co2_m,-999999.0,999999.0,YDR019C and YMR189W and YAL044C and YFL018C,
GCCbim,Glycine cleavage complex  lipoylprotein  irreversible  mitochondrial,alpro_m + thf_m --> dhlpro_m + mlthf_m + nh4_m,0.0,999999.0,YDR019C and YMR189W and YAL044C and YFL018C,
GLYGS,Glycogen  starch  synthase,h2o_c + udpg_c --> 14glun_c + h_c + udp_c,0.0,999999.0,(YKR058W and YFR015C) or (YJL137C and YFR015C) or (YKR058W and YLR258W) or (YJL137C and YLR258W),
GLYK,Glycerol kinase,atp_c + glyc_c --> adp_c + glyc3p_c + h_c,0.0,999999.0,YHL032C,
GLYOX,Hydroxyacylglutathione hydrolase,h2o_c + lgt__S_c --> gthrd_c + h_c + lac__D_c,0.0,999999.0,YDR272W,
GLYOXm,Hydroxyacylglutathione hydrolase  mitochondrial,h2o_m + lgt__S_m --> gthrd_m + h_m + lac__D_m,0.0,999999.0,YOR040W,
