reaction_id,reaction_name,reaction_equation,lower_bound,upper_bound,gene_reaction_rule,subsystem
PEtv_SC,Phosphatidylethanolamine vacuolar transport  yeast specific,pe_SC_c <=> pe_SC_v,-999999.0,999999.0,,
OBDHm,2 Oxobutanoate dehydrogenase,2obut_m + coa_m + nad_m --> co2_m + nadh_m + ppcoa_m,0.0,999999.0,,
PPM,Phosphopentomutase,r1p_c <=> r5p_c,-999999.0,999999.0,YKL127W or YMR105C,
OCBT,Ornithine carbamoyltransferase,cbp_c + orn_c --> citr__L_c + h_c + pi_c,0.0,999999.0,YJL088W,
OCDCAt,Octadecanoate  n C180  transport in via uniport,ocdca_e --> ocdca_c,0.0,999999.0,,
OCDCEAt,Octadecenoate  n C181  transport in via uniport,ocdcea_e --> ocdcea_c,0.0,999999.0,,
OCDCYAt,Octadecynoate  n C182  transport in via uniport,ocdcya_e --> ocdcya_c,0.0,999999.0,,
OHACT1,Alcohol Acetyltransferase  ethanol,accoa_c + etoh_c --> aces_c + coa_c,0.0,999999.0,YOR377W or YGR177C,
PFK,Phosphofructokinase,atp_c + f6p_c --> adp_c + fdp_c + h_c,0.0,999999.0,YGR240C and YMR205C,
PFK26,6 phosphofructo 2 kinase,atp_c + f6p_c --> adp_c + f26bp_c + h_c,0.0,999999.0,YIL107C or YOL136C,
PFK_2,Phosphofructokinase,atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c,0.0,999999.0,YGR240C and YMR205C,
PFK_3,Phosphofructokinase (s7p),atp_c + s7p_c --> adp_c + h_c + s17bp_c,0.0,999999.0,YGR240C and YMR205C,
PGAMT,Phosphoglucosamine mutase,gam1p_c <=> gam6p_c,-999999.0,999999.0,YEL058W,
OHACT2,Alcohol Acetyltransferase  isoamyl alcohol,accoa_c + iamoh_c --> coa_c + iamac_c,0.0,999999.0,YOR377W or YGR177C,
PGCD,Phosphoglycerate dehydrogenase,3pg_c + nad_c --> 3php_c + h_c + nadh_c,0.0,999999.0,YER081W or YIL074C,
PPNCL2,Phosphopantothenate-cysteine ligase,4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cmp_c + h_c + ppi_c,0.0,999999.0,,
PGI,Glucose-6-phosphate isomerase,g6p_c <=> f6p_c,-999999.0,999999.0,YBR196C,
OHACT3,Alcohol Acetyltransferase  2 methylbutanol,2mbtoh_c + accoa_c --> 2mbac_c + coa_c,0.0,999999.0,YOR377W or YGR177C,
OHACT4,Alcohol Acetyltransferase  isobutyl alcohol,accoa_c + ibutoh_c --> coa_c + ibutac_c,0.0,999999.0,YOR377W or YGR177C,
PGK,Phosphoglycerate kinase,3pg_c + atp_c <=> 13dpg_c + adp_c,-999999.0,999999.0,YCR012W,
PGL,6-phosphogluconolactonase,6pgl_c + h2o_c --> 6pgc_c + h_c,0.0,999999.0,YNR034W or YHR163W or YGR248W or YCR073W_A,
PGM,Phosphoglycerate mutase,2pg_c <=> 3pg_c,-999999.0,999999.0,YKL152C or YDL021W or YOL056W,
PGMT,Phosphoglucomutase,g1p_c <=> g6p_c,-999999.0,999999.0,YKL127W or YMR105C,
PGPPAm_SC,Phosphatidylglycerol phosphate phosphatase A  yeast specific  mitochondrial,h2o_m + 0.01 pgp_SC_m --> 0.01 pg_SC_m + pi_m,0.0,999999.0,,
OHACT5,Alcohol Acetyltransferase  Phenylethanol alcohol,2phetoh_c + accoa_c --> coa_c + pheac_c,0.0,999999.0,YOR377W or YGR177C,
OHPBAT,O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,glu__L_c + ohpb_c <=> akg_c + phthr_c,-999999.0,999999.0,YOR184W,
OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,3c4mop_c + h_c --> 4mop_c + co2_c,0.0,999999.0,YJR148W,
OMCDCm,2 oxo 4 methyl 3 carboxypentanoate decarboxylation,3c4mop_m + h_m --> 4mop_m + co2_m,0.0,999999.0,YHR208W,
OMPDC,Orotidine-5'-phosphate decarboxylase,h_c + orot5p_c --> co2_c + ump_c,0.0,999999.0,YEL021W,
PHCDm,L 1 pyrroline 3 hydroxy 5 carboxylate dehydrogenase,1p3h5c_m + 2.0 h2o_m + nad_m --> e4hglu_m + h_m + nadh_m,0.0,999999.0,YHR037W,
PHCHGSm,L 1 Pyrroline 3 hydroxy 5 carboxylate spontaneous conversion to L 4 Hydroxyglutamate semialdehyde  mitochondrial,1p3h5c_m + h2o_m + h_m <=> 4hglusa_m,-999999.0,999999.0,,
PHEACt,Phenethyl acetate transport  extracellular,pheac_c --> pheac_e,0.0,999999.0,,
ORNDC,Ornithine Decarboxylase,h_c + orn_c --> co2_c + ptrc_c,0.0,999999.0,YKL184W,
PPND,Prephenate dehydrogenase,nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c,0.0,999999.0,,
ORNTA,Ornithine transaminase,akg_c + orn_c --> glu5sa_c + glu__L_c,0.0,999999.0,YLR438W,
ORNTACim,Ornithine transacetylase  irreversible  mitochondrial,acorn_m + glu__L_m --> acglu_m + orn_m,0.0,999999.0,YMR062C,
ORNt2r,Orntithine reversible transport in via proton symport,h_e + orn_e <=> h_c + orn_c,-999999.0,999999.0,YKR039W or YEL063C,
ORNt3m,Ornithine mitochondrial transport via proton antiport,h_c + orn_m <=> h_m + orn_c,-999999.0,999999.0,YOR130C,
PHETA1,Phenylalanine transaminase,akg_c + phe__L_c <=> glu__L_c + phpyr_c,-999999.0,999999.0,YHR137W or YGL202W,
PHETRS,Phenylalanyl-tRNA synthetase,atp_c + phe__L_c + trnaphe_c --> amp_c + phetrna_c + ppi_c,0.0,999999.0,YFL022C and YLR060W,
PHETRSm,Phenylalanyl tRNA synthetase  mitochondrial,atp_m + phe__L_m + trnaphe_m --> amp_m + phetrna_m + ppi_m,0.0,999999.0,YPR047W,
PHEt2m,Phenylalanine mitochondrial transport via proton symport,h_m + phe__L_m <=> h_c + phe__L_c,-999999.0,999999.0,,
PHEt2r,L phenylalanine reversible transport via proton symport,h_e + phe__L_e <=> h_c + phe__L_c,-999999.0,999999.0,YKR039W or YCL025C or YOL020W or YBR068C or YDR046C,
ORPT,Orotate phosphoribosyltransferase,orot5p_c + ppi_c <=> orot_c + prpp_c,-999999.0,999999.0,YML106W or YMR271C,
OXAGm,Non enzymatic reaction,h_m + oxag_m <=> 2oxoadp_m + co2_m,-999999.0,999999.0,,
PI35BP5P_SC,1 phosphatidylinositol 3 5 bisphosphate 5 phosphatase  yeast specific,h2o_c + 0.01 ptd135bp_SC_c --> pi_c + 0.01 ptd3ino_SC_c,0.0,999999.0,YNL106C or YOR109W or YKL212W,
PPND2,Prephenate dehydrogenase  NADP,nadp_c + pphn_c --> 34hpp_c + co2_c + nadph_c,0.0,999999.0,YBR166C,
PI3P4K_SC,Phosphatidylinositol 3 phosphate 4 kinase  yeast specific,atp_c + 0.01 ptd3ino_SC_c --> adp_c + h_c + 0.01 ptd134bp_SC_c,0.0,999999.0,,
PI3P5K_SC,Phosphatidylinositol 3 phosphate 5 kinase  yeast specfic,atp_c + 0.01 ptd3ino_SC_c --> adp_c + h_c + 0.01 ptd135bp_SC_c,0.0,999999.0,YFR019W,
OXO2Ctm,2 oxodicarboylate transporter  mitochondrial,akg_m + oxag_c <=> akg_c + oxag_m,-999999.0,999999.0,YPL134C or YOR222W,
P5CDm,1 pyrroline 5 carboxylate dehydrogenase  mitochondrial,1pyr5c_m + 2.0 h2o_m + nad_m --> glu__L_m + h_m + nadh_m,0.0,999999.0,,
PPNDH,Prephenate dehydratase,h_c + pphn_c --> co2_c + h2o_c + phpyr_c,0.0,999999.0,YNL316C,
P5CR,Pyrroline-5-carboxylate reductase,1pyr5c_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c,0.0,999999.0,YER023W,
PACALDt,Phenylacetaldehyde transport  extracellular,pacald_c <=> pacald_e,-999999.0,999999.0,,
PACALDtm,Phenylacetaldehyde transport  mitochondrial,pacald_c <=> pacald_m,-999999.0,999999.0,,
PAK_SC,Phosphatidate kinase  yeast specific,atp_c + 0.01 pa_SC_c --> adp_c + 0.01 dagpy_SC_c,0.0,999999.0,,
PAN4Ptm,Panthetheine 4  phosphate reversible mitochondrial transport,pan4p_c <=> pan4p_m,-999999.0,999999.0,,
PI45BP5P_SC,1 phosphatidylinositol 4 5 bisphosphate 5 phosphatase  yeast specific,h2o_c + 0.01 ptd145bp_SC_c --> pi_c + 0.01 ptd4ino_SC_c,0.0,999999.0,YNL106C or YOR109W or YOL065C or YIL002C,
PI45BPP_SC,1 phosphatidylinositol 4 5 bisphosphate phosphodiesterase  yeast specific,h2o_c + 0.01 ptd145bp_SC_c --> 0.01 12dgr_SC_c + h_c + mi145p_c,0.0,999999.0,YPL268W,
PI4P5K_SC,Phosphatidylinositol 4 phosphate 5 kinase  yeast specfic,atp_c + 0.01 ptd4ino_SC_c --> adp_c + h_c + 0.01 ptd145bp_SC_c,0.0,999999.0,YDR208W,
PIN3K_SC,1 phosphatidylinositol 3 kinase  yeast specific,atp_c + 0.01 ptd1ino_SC_c --> adp_c + h_c + 0.01 ptd3ino_SC_c,0.0,999999.0,YKL203C or YLR240W or YJR066W,
PIN4K_SC,Phosphatidylinositol 4 kinase  yeast specific,atp_c + 0.01 ptd1ino_SC_c --> adp_c + h_c + 0.01 ptd4ino_SC_c,0.0,999999.0,YNL267W or YLR305C,
PIN4Kn_SC,Phosphatidylinositol 4 kinase  nuclear  yeast specifc,atp_n + 0.01 ptd1ino_SC_n --> adp_n + h_n + 0.01 ptd4ino_SC_n,0.0,999999.0,YNL267W,
PINOS_SC,Phosphatidylinositol synthase  yeast specific,0.01 cdpdag_SC_c + inost_c --> cmp_c + h_c + 0.01 ptd1ino_SC_c,0.0,999999.0,YPR113W,
PIt2m,Phosphate transporter  mitochondrial,h_c + pi_c <=> h_m + pi_m,-999999.0,999999.0,YJR077C,
PANTS,Pantothenate synthase,ala_B_c + atp_c + pant__R_c --> amp_c + h_c + pnto__R_c + ppi_c,0.0,999999.0,YIL145C,
PANTtm,Pantothenate mitochondrial transport,pant__R_c <=> pant__R_m,-999999.0,999999.0,,
PAPSR,Phosphoadenylyl-sulfate reductase (thioredoxin),paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c,0.0,999999.0,(YPR167C and YLR043C) or (YPR167C and YGR209C),
PAPt,PAP reversible uniport,pap_e <=> pap_c,-999999.0,999999.0,,
PIt2n,Phosphate nuclear transport via proton symport,h_c + pi_c <=> h_n + pi_n,-999999.0,999999.0,,
PIt2p,Phosphate peroxisomal transport via proton symport,h_c + pi_c <=> h_x + pi_x,-999999.0,999999.0,,
PIt2r,Phosphate reversible transport via symport,h_e + pi_e <=> h_c + pi_c,-999999.0,999999.0,YML123C or YCR037C or YBR296C or YJL198W or YNR013C,
PAPtm,Adenosine 3  5  bisphosphate mitochondrial transport,pap_c <=> pap_m,-999999.0,999999.0,,
PIt2v,Phosphate vacuolar transport via proton symport,h_c + pi_c <=> h_v + pi_v,-999999.0,999999.0,,
PAtm_SC,Phosphatidate reversible transport  mitochondrial  yeast specific,pa_SC_c <=> pa_SC_m,-999999.0,999999.0,,
PPPG9tm,Protoporphyrinogen IX mitochondrial transport,pppg9_c <=> pppg9_m,-999999.0,999999.0,,
PC,Pyruvate carboxylase,atp_c + hco3_c + pyr_c --> adp_c + h_c + oaa_c + pi_c,0.0,999999.0,YGL062W or YBR218C,
PCDAGAT,Phosphatidylcholine diacylglycerol acyltransferase,12dgr_SC_c + pc_SC_c --> 1agpc_SC_c + triglyc_SC_c,0.0,999999.0,YNR008W,
PIt5m,Phosphate transport via hydroxide ion symport  mitochondrial,oh1_m + pi_c <=> oh1_c + pi_m,-999999.0,999999.0,YER053C,
PLBP1I_SCe,Phospholipase B  phosphatidylinositol   yeast specific  extracellular,h2o_e + 0.005 ptd1ino_SC_e --> 0.02 dca_e + 0.06 ddca_e + 0.5 g3pi_e + h_e + 0.27 hdca_e + 0.17 hdcea_e + 0.05 ocdca_e + 0.24 ocdcea_e + 0.09 ocdcya_e + 0.1 ttdca_e,0.0,999999.0,YMR008C or YMR006C or YOL011W,
PLBPC_SC,Phospholipase B  phosphatidylcholine   yeast specific,h2o_c + 0.005 pc_SC_c --> 0.02 dca_c + 0.06 ddca_c + 0.5 g3pc_c + h_c + 0.27 hdca_c + 0.17 hdcea_c + 0.05 ocdca_c + 0.24 ocdcea_c + 0.09 ocdcya_c + 0.1 ttdca_c,0.0,999999.0,YML059C,
PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",camp_c + h2o_c --> amp_c + h_c,0.0,999999.0,YOR360C or YGL248W,
PLBPC_SCe,Phospholipase B  phosphatidylcholine   yeast specific  extracellular,h2o_e + 0.005 pc_SC_e --> 0.02 dca_e + 0.06 ddca_e + 0.5 g3pc_e + h_e + 0.27 hdca_e + 0.17 hdcea_e + 0.05 ocdca_e + 0.24 ocdcea_e + 0.09 ocdcya_e + 0.1 ttdca_e,0.0,999999.0,YMR006C or YMR008C,
PPPGOm,Protoporphyrinogen oxidase  mitochondrial,3.0 o2_m + 2.0 pppg9_m --> 6.0 h2o_m + 2.0 ppp9_m,0.0,999999.0,YER014W,
PLD_SC,Phospholipase D  yeast specific,h2o_c + 0.01 pc_SC_c --> chol_c + h_c + 0.01 pa_SC_c,0.0,999999.0,YKR031C,
PMANM,Phosphomannomutase,man1p_c <=> man6p_c,-999999.0,999999.0,YFL045C,
PMDPHT,Pyrimidine phosphatase,5aprbu_c + h2o_c --> 4r5au_c + pi_c,0.0,999999.0,,
PMETM_SC,Phosphatidyl N methylethanolamine N methyltransferase  yeast specific,amet_c + 0.01 ptd2meeta_SC_c --> ahcys_c + h_c + 0.01 pc_SC_c,0.0,999999.0,YJR073C,
PDE2,3  5  cyclic nucleotide phosphodiesterase,35cdamp_c + h2o_c --> damp_c + h_c,0.0,999999.0,YOR360C,
PDE3,3  5  cyclic nucleotide phosphodiesterase,35cimp_c + h2o_c --> h_c + imp_c,0.0,999999.0,YOR360C,
PDE4,"3',5'-cyclic-nucleotide phosphodiesterase",35cgmp_c + h2o_c --> gmp_c + h_c,0.0,999999.0,YOR360C,
PDE5,3  5  cyclic nucleotide phosphodiesterase,35ccmp_c + h2o_c --> cmp_c + h_c,0.0,999999.0,YOR360C,
GCC2cm_copy2,Glycine cleavage complex  lipoamide   mitochondrial,dhlam_m + nad_m --> h_m + lpam_m + nadh_m,0.0,999999.0,YIL125W and YDR148C and YFL018C,
PDHm,Pyruvate dehydrogenase,coa_m + nad_m + pyr_m --> accoa_m + co2_m + nadh_m,0.0,999999.0,(YBR221C and YER178W) and YNL071W and YFL018C and YGR193C,
PDX5POi,Pyridoxine 5'-phosphate oxidase,o2_c + pdx5p_c <=> h2o2_c + pydx5p_c,-999999.0,999999.0,YBR035C,
PENDPtm,All trans Pentaprenyl diphosphate transport  mitochondrial,pendp_c <=> pendp_m,-999999.0,999999.0,,
PMEVK,Phosphomevalonate kinase,5pmev_c + atp_c --> 5dpmev_c + adp_c,0.0,999999.0,YMR220W,
PMI12346PH,5 diphosphoinositol 1 2 3 4 6 pentakisphosphate diphosphohydrolase,h2o_c + ppmi12346p_c --> h_c + minohp_c + pi_c,0.0,999999.0,YOR163W,
PMI12346PS,5 diphosphoinositol 1 2 3 4 6 pentakisphosphate synthase,atp_c + minohp_c --> adp_c + ppmi12346p_c,0.0,999999.0,YDR017C,
PEPAT,Peptide alpha N acetyltransferase,accoa_c + pepd_c --> apep_c + coa_c + h_c,0.0,999999.0,YDL040C or YGR147C,
PPTTm,Trans pentaprenyltranstransferase  mitochondrial,ipdp_m + pendp_m --> hexdp_m + ppi_m,0.0,999999.0,YBR003W,
PMI1346PH,Diphosphoinositol 1 3 4 6 tetrakisphosphate diphosphohydrolase,h2o_c + ppmi1346p_c --> h_c + mi13456p_c + pi_c,0.0,999999.0,YOR163W,
PMI1346PS,Diphosphoinositol 1 3 4 6 tetrakisphosphate synthase,atp_c + mi13456p_c --> adp_c + ppmi1346p_c,0.0,999999.0,YDR017C,
PMPK,Phosphomethylpyrimidine kinase,4ampm_c + atp_c --> 2mahmp_c + adp_c,0.0,999999.0,YOL055C or YPL258C,
PPYRDC,Phenylpyruvate decarboxylase,h_c + phpyr_c --> co2_c + pacald_c,0.0,999999.0,YLR044C or YLR134W or YGR087C or YDR380W,
PNP,Purine nucleoside phosphorylase,pi_c + rnam_c <=> h_c + ncam_c + r1p_c,-999999.0,999999.0,,
PNTK,Pantothenate kinase,atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c,0.0,999999.0,YDR531W,
PNTOt2,Pantothenate reversible transport via proton symport,h_e + pnto__R_e <=> h_c + pnto__R_c,-999999.0,999999.0,YCR028C,
PYRDC2,Pyruvate decarboxylase  acetoin forming,acald_c + h_c + pyr_c --> actn__R_c + co2_c,0.0,999999.0,YLR044C or YGR087C or YLR134W,
PYRt,Pyruvate exchange  diffusion,pyr_c --> pyr_e,0.0,999999.0,,
POLYAO,Polyamine oxidase,N1aspmd_c + h2o_c + o2_c --> aproa_c + aprut_c + h2o2_c,0.0,999999.0,YMR020W,
PRAGSr,Phosphoribosylglycinamide synthase,atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c,-999999.0,999999.0,YGL234W,
POLYAO2,Poylamine oxidase,N1sprm_c + h2o_c + o2_c --> N1aspmd_c + aproa_c + h2o2_c,0.0,999999.0,YMR020W,
POLYAO3,Poylamine oxidase,h2o_c + o2_c + sprm_c --> aproa_c + h2o2_c + spmd_c,0.0,999999.0,YMR020W,
PYRt2,Pyruvate transport in via proton symport,h_e + pyr_e --> h_c + pyr_c,0.0,999999.0,YKL217W,
PYRt2m,Pyruvate mitochondrial transport via proton symport,h_c + pyr_c <=> h_m + pyr_m,-999999.0,999999.0,,
PRAIS,Phosphoribosylaminoimidazole synthase,atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c,0.0,999999.0,YGL234W,
PYRt2p,Pyruvate peroxisomal transport via proton symport,h_c + pyr_c <=> h_x + pyr_x,-999999.0,999999.0,,
QUILSYN,Quinolinate Synthase  Eukaryotic,cmusa_c --> h2o_c + h_c + quln_c,0.0,999999.0,,
PPA,Inorganic diphosphatase,h2o_c + ppi_c --> h_c + 2.0 pi_c,0.0,999999.0,YBR011C,
PPAm,Inorganic diphosphatase,h2o_m + ppi_m --> h_m + 2.0 pi_m,0.0,999999.0,YMR267W,
PPBNGS,Porphobilinogen synthase,2.0 5aop_c --> 2.0 h2o_c + h_c + ppbng_c,0.0,999999.0,YGL040C,
PPCDC,Phosphopantothenoylcysteine decarboxylase,4ppcys_c + h_c --> co2_c + pan4p_c,0.0,999999.0,,
PPCK,Phosphoenolpyruvate carboxykinase,atp_c + oaa_c --> adp_c + co2_c + pep_c,0.0,999999.0,YKR097W,
PRAIi,Phosphoribosylanthranilate isomerase (irreversible),pran_c --> 2cpr5p_c,0.0,999999.0,YDR007W,
QULNS,Quinolinate synthase,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c,0.0,999999.0,,
PRAMPC,Phosphoribosyl-AMP cyclohydrolase,h2o_c + prbamp_c --> prfp_c,0.0,999999.0,YCL030C,
QULNtm,Quinolinate reversible mitochondrial transport,quln_c <=> quln_m,-999999.0,999999.0,,
RAFGH,Raffinose galactohydrolase,h2o_c + raffin_c --> gal_c + sucr_c,0.0,999999.0,YBR184W,
RBFK,Riboflavin kinase,atp_c + ribflv_c --> adp_c + fmn_c + h_c,0.0,999999.0,YDR236C,
SLCBK2,Sphingolipid long chain base kinase  phytosphingosine,atp_c + psphings_c --> adp_c + h_c + psph1p_c,0.0,999999.0,YOR171C or YLR260W,
SLFAT,Sulfate adenylyltransferase  ADP,adp_c + h_c + so4_c <=> aps_c + pi_c,-999999.0,999999.0,YCL050C,
RBFKm,Riboflavin kinase  mitochondrial,atp_m + ribflv_m --> adp_m + fmn_m + h_m,0.0,999999.0,YDR236C,
PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,5aizc_c + asp__L_c + atp_c <=> 25aics_c + adp_c + h_c + pi_c,-999999.0,999999.0,YAR015W,
RBFSa,Riboflavin synthase,4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c,0.0,999999.0,YOL143C,
RBFSb,Riboflavin synthase,2.0 dmlz_c --> 4r5au_c + ribflv_c,0.0,999999.0,YBR256C,
SO3ti,Sulfite transport  efflux  cytosol to extracellular,so3_c --> so3_e,0.0,999999.0,YPL092W,
SO4ti,Sulfate irreversible uniport,so4_e --> so4_c,0.0,999999.0,YBR294W or YLR092W or YGR125W,
RBK,Ribokinase,atp_c + rib__D_c --> adp_c + h_c + r5p_c,0.0,999999.0,YCR036W,
SPH1Pter,Sphinganine 1 phosphate endoplasmic reticular transport,sph1p_c --> sph1p_r,0.0,999999.0,,
RIBFLVt2,Riboflavin transport in via proton symport,h_e + ribflv_e --> h_c + ribflv_c,0.0,999999.0,,
PRATPP,Phosphoribosyl-ATP pyrophosphatase,h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c,0.0,999999.0,YCL030C,
RIBFLVtm,Riboflavin reversible mitochondrial transport,ribflv_c <=> ribflv_m,-999999.0,999999.0,,
SPHPL,Sphinganine phosphate lyase,sph1p_c --> ethamp_c + hxdcal_c,0.0,999999.0,YDR294C,
RIBt2,Ribose transport in via proton symporter,h_e + rib__D_e --> h_c + rib__D_c,0.0,999999.0,,
PRFGS,Phosphoribosylformylglycinamidine synthase,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c,0.0,999999.0,YGR061C,
SPMDAT1,Spermidine acetyltransferase,accoa_c + spmd_c --> N1aspmd_c + coa_c + h_c,0.0,999999.0,,
RNDR1,Ribonucleoside-diphosphate reductase (ADP),adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c,0.0,999999.0,((YIL066C and YJL026W) and YLR043C) or ((YIL066C and YJL026W) and YGR209C) or ((YER070W and YJL026W) and YLR043C) or ((YER070W and YJL026W) and YGR209C),
PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,prfp_c --> prlp_c,0.0,999999.0,YIL020C,
RNDR1n,Ribonucleoside diphosphate reductase  nuclear,adp_n + trdrd_n --> dadp_n + h2o_n + trdox_n,0.0,999999.0,((YGR180C and YIL066C) and YLR043C) or ((YGR180C and YIL066C) and YGR209C) or ((YER070W and YGR180C) and YLR043C) or ((YER070W and YGR180C) and YGR209C),
SPMDt3i,Spermidine transport in via proton antiport,h_c + spmd_e --> h_e + spmd_c,0.0,999999.0,YOR273C or YLL028W,
SPMDtex2,Spermidine excretion  cytosol to extracellular,spmd_c --> spmd_e,0.0,999999.0,YKL174C,
RNDR2,Ribonucleoside-diphosphate reductase (GDP),gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c,0.0,999999.0,((YER070W and YJL026W) and YLR043C) or ((YER070W and YJL026W) and YGR209C),
RNDR2n,Ribonucleoside diphosphate reductase  GDP   nuclear,gdp_n + trdrd_n --> dgdp_n + h2o_n + trdox_n,0.0,999999.0,((YER070W and YGR180C) and YLR043C) or ((YER070W and YGR180C) and YGR209C),
RNDR3,Ribonucleoside-diphosphate reductase (CDP),cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c,0.0,999999.0,((YER070W and YJL026W) and YLR043C) or ((YER070W and YJL026W) and YGR209C),
RNDR3n,Ribonucleoside diphosphate reductase  CDP   nuclear,cdp_n + trdrd_n --> dcdp_n + h2o_n + trdox_n,0.0,999999.0,((YER070W and YGR180C) and YLR043C) or ((YER070W and YGR180C) and YGR209C),
SPMS,Spermidine synthase,ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c,0.0,999999.0,YPR069C,
SPRMS,Spermine synthase,ametam_c + spmd_c --> 5mta_c + h_c + sprm_c,0.0,999999.0,YLR146C,
SPRMt2i,Spermine transport via proton antiport irreversible,h_c + sprm_e --> h_e + sprm_c,0.0,999999.0,YLL028W or YPR156C or YOR273C or YGR138C,
SQ23EPXter,Squalene 2 3 epoxide endoplamic reticular transport,Ssq23epx_r <=> Ssq23epx_c,-999999.0,999999.0,,
SQLEr,Squalene epoxidase  endoplasmic reticular  NADP,h_r + nadph_r + o2_r + sql_r --> Ssq23epx_r + h2o_r + nadp_r,0.0,999999.0,YGR175C and YHR042W,
SQLErx,Squalene epoxidase  endoplasmic reticular  NAD,h_r + nadh_r + o2_r + sql_r --> Ssq23epx_r + h2o_r + nad_r,0.0,999999.0,(YIL043C and YNL111C and YGR175C) or (YNL111C and YGR175C and YKL150W),
RNDR4,Ribonucleoside-diphosphate reductase (UDP),trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,0.0,999999.0,((YER070W and YJL026W) and YLR043C) or ((YER070W and YJL026W) and YGR209C),
RNDR4n,Ribonucleoside diphosphate reductase  UDP   nuclear,trdrd_n + udp_n --> dudp_n + h2o_n + trdox_n,0.0,999999.0,((YER070W and YGR180C) and YLR043C) or ((YER070W and YGR180C) and YGR209C),
SQLS,Squalene synthase,2.0 frdp_c + h_c + nadph_c --> nadp_c + 2.0 ppi_c + sql_c,0.0,999999.0,YHR190W,
RNMK,Ribosylnicotinamide kinase,atp_c + rnam_c --> adp_c + h_c + nmn_c,0.0,999999.0,YNL129W,
PRO1xm,Proline oxidase  NAD   mitochondrial,nad_m + pro__L_m --> 1pyr5c_m + 2.0 h_m + nadh_m,0.0,999999.0,YLR142W,
RNTR1,Ribonucleoside triphosphate reductase  ATP,atp_c + trdrd_c --> datp_c + h2o_c + trdox_c,0.0,999999.0,YLR043C or YGR209C,
RNTR2,Ribonucleoside triphosphate reductase  GTP,gtp_c + trdrd_c --> dgtp_c + h2o_c + trdox_c,0.0,999999.0,YLR043C or YGR209C,
SQLter,Squalene endoplamic reticular transport,sql_c <=> sql_r,-999999.0,999999.0,,
SRB_Lt,L sorbose reversible transport,srb__L_e <=> srb__L_c,-999999.0,999999.0,,
RNTR3,Ribonucleoside triphosphate reductase  CTP,ctp_c + trdrd_c --> dctp_c + h2o_c + trdox_c,0.0,999999.0,YGR209C or YLR043C,
PROTRS,Prolyl-tRNA synthetase,atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c,0.0,999999.0,YER087W or YHR020W,
RNTR4,Ribonucleoside triphosphate reductase  UTP,trdrd_c + utp_c --> dutp_c + h2o_c + trdox_c,0.0,999999.0,YLR043C or YGR209C,
RPE,Ribulose 5-phosphate 3-epimerase,ru5p__D_c <=> xu5p__D_c,-999999.0,999999.0,YJL121C,
SSALy,Succinate-semialdehyde dehydrogenase (NADP),h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c,0.0,999999.0,YBR006W,
PROt2r,L proline reversible transport via proton symport,h_e + pro__L_e <=> h_c + pro__L_c,-999999.0,999999.0,YKR039W or YOR348C,
RPI,Ribose-5-phosphate isomerase,r5p_c <=> ru5p__D_c,-999999.0,999999.0,YOR095C,
SACCD1,Saccharopine dehydrogenase  NADP  L glutamate forming,L2aadp6sa_c + glu__L_c + h_c + nadph_c <=> h2o_c + nadp_c + saccrp__L_c,-999999.0,999999.0,YNR050C,
SUCCt2r,Succinate transport via proton symport,h_e + succ_e <=> h_c + succ_c,-999999.0,999999.0,,
SACCD2,Saccharopine dehydrogenase  NAD  L lysine forming,h2o_c + nad_c + saccrp__L_c <=> akg_c + h_c + lys__L_c + nadh_c,-999999.0,999999.0,YIR034C,
PROtm,L proline transport  mitochondrial,pro__L_c <=> pro__L_m,-999999.0,999999.0,,
SADT,Sulfate adenylyltransferase,atp_c + h_c + so4_c --> aps_c + ppi_c,0.0,999999.0,YJR010W,
